	ZipCode	Latitude	Longitude	YearBuilt	NumberofBuildings	NumberofFloors	PropertyGFATotal	ENERGYSTARScore	SiteEnergyUse(kBtu)	TotalGHGEmissions	Distribution Center	Hotel	Office	Other	Refrigerated Warehouse	Retail Store	Self-Storage Facility	Senior Care Community	Supermarket / Grocery Store	Warehouse	Worship Facility	Public services	Library	Banks	Education	Manufacturing/Industrial Plant	Food Service	Mall	General Medical	Data Center	Entertainment
108	98122.0	47.605979999999995	-122.30156000000001	2008.0	1.0	3.0	254523.0	60.0	13567774.0	359.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254523.0	0.0	0.0	0.0	0.0	0.0	0.0
109	98118.0	47.51482	-122.25863999999999	2001.0	1.0	3.0	78804.0	92.0	2499140.0	56.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78804.0	0.0	0.0	0.0	0.0	0.0	0.0
110	98122.0	47.61224	-122.29087	2002.0	1.0	3.0	66994.0	79.0	2371304.5	41.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66994.0	0.0	0.0	0.0	0.0	0.0	0.0
111	98118.0	47.52915	-122.28903999999999	2000.0	1.0	3.0	98357.0	88.0	3456131.5	94.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98357.0	0.0	0.0	0.0	0.0	0.0	0.0
112	98118.0	47.538270000000004	-122.28406000000001	1958.0	1.0	1.0	54765.0		4253369.5	61.21	0.0	0.0	25765.0	25000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	98118.0	47.53722	-122.28399999999999	2009.0	1.0	5.0	89821.0		1950092.5	100.46	0.0	0.0	37938.0	46483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4579.0	0.0	0.0	0.0	0.0
114	98119.0	47.65147	-122.36121999999999	1980.0	1.0	2.0	52611.0		4116871.5	104.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52611.0	0.0	0.0	0.0	0.0	0.0	0.0
115	98119.0	47.65068	-122.36331000000001	2001.0	1.0	4.0	139600.0	89.0	4448582.5	129.39	0.0	0.0	0.0	135520.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	98125.0	47.70763	-122.29453000000001	2011.0	1.0	2.0	236758.0	96.0	8355988.5	222.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238550.0	0.0	0.0	0.0	0.0	0.0	0.0
117	98122.0	47.604620000000004	-122.31549	1971.0	3.0	6.0	250981.0		13071700.0	422.39	0.0	0.0	0.0	137565.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78357.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118	98117.0	47.68725	-122.35996000000002	2002.0	1.0	3.0	62526.0	96.0	1986094.875	54.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62526.0	0.0	0.0	0.0	0.0	0.0	0.0
119	98101.0	47.61598	-122.33448	2004.0	1.0	11.0	299070.0		65336980.0	2055.82	0.0	0.0	0.0	250000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	98108.0	47.536	-122.31768000000001	2007.0	1.0	3.0	64015.0	21.0	3242077.75	49.58	0.0	0.0	30000.0	0.0	0.0	0.0	0.0	0.0	0.0	15000.0	0.0	9015.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	98125.0	47.70759	-122.3255	1951.0	1.0	1.0	530039.0	98.0	27717034.0	723.47	0.0	0.0	0.0	0.0	0.0	505103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24936.0	0.0	0.0	0.0	0.0
122	98125.0	47.7066	-122.321	1964.0	1.0	3.0	54224.0		7265178.0	231.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47012.0	0.0	0.0
123	98125.0	47.70619	-122.32586	1965.0	1.0	4.0	124342.0	76.0	8765978.0	66.3	0.0	0.0	0.0	0.0	0.0	122000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	98105.0	47.66231	-122.28146000000001	1953.0	6.0	10.0	879000.0	10.0	253832464.0	8145.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	879000.0	0.0	0.0
125	98133.0	47.709559999999996	-122.3345	1996.0	1.0	3.0	55442.0	72.0	3191228.25	83.7	0.0	0.0	8644.0	15385.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	98117.0	47.67661	-122.37489	1999.0	1.0	2.0	242795.0	80.0	9157150.0	123.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242795.0	0.0	0.0	0.0	0.0	0.0	0.0
127	98122.0	47.61233	-122.3171	1910.0	1.0	5.0	84870.0		1381590.125	51.11	0.0	0.0	0.0	0.0	0.0	0.0	85521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128	98103.0	47.69936	-122.33401	1970.0	11.0	2.0	694072.0		35891484.0	362.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	667335.0	0.0	0.0	0.0	0.0	0.0	0.0
129	98118.0	47.54632	-122.28198	1952.0	1.0	2.0	173185.0	79.0	6127771.5	242.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173185.0	0.0	0.0	0.0	0.0	0.0	0.0
130	98106.0	47.54862	-122.36214	1963.0	1.0	1.0	145341.0	75.0	5499097.0	206.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139069.0	0.0	0.0	0.0	0.0	0.0	0.0
131	98108.0	47.551520000000004	-122.31868999999999	1904.0	1.0	4.0	114297.0	61.0	2100097.75	69.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	98118.0	47.52407	-122.26586	1960.0	1.0	2.0	184125.0	86.0	8800292.0	328.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184125.0	0.0	0.0	0.0	0.0	0.0	0.0
134	98134.0	47.55901	-122.33328	1937.0	1.0	1.0	234144.0	87.0	6744317.0	297.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	98126.0	47.52254	-122.36627	1966.0	1.0	1.0	64984.0	72.0	2944296.25	35.78	0.0	0.0	0.0	0.0	0.0	65425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	98126.0	47.52254	-122.36627	1965.0	1.0	1.0	67745.0	37.0	9230223.0	369.14	0.0	0.0	0.0	0.0	0.0	67782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	98126.0	47.52915	-122.36511000000002	2010.0	1.0	2.0	367884.0	97.0	12265516.0	272.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	367884.0	0.0	0.0	0.0	0.0	0.0	0.0
138	98126.0	47.51778	-122.37073999999998	1958.0	1.0	1.0	46797.0	86.0	2075891.0	73.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46797.0	0.0	0.0	0.0	0.0	0.0	0.0
140	98117.0	47.67767	-122.39631000000001	1973.0	1.0	3.0	56000.0		1851260.5	59.34	0.0	0.0	0.0	56000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	98118.0	47.541740000000004	-122.27691000000002	2004.0	1.0	2.0	67371.0	92.0	2128459.0	46.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67371.0	0.0	0.0	0.0	0.0	0.0	0.0
142	98126.0	47.54508	-122.37737	1969.0	1.0	2.0	52088.0		1377519.5	48.99	0.0	0.0	0.0	0.0	0.0	0.0	52088.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	98103.0	47.65708	-122.33803	2010.0	1.0	3.0	127776.0	75.0	4748137.0	80.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127776.0	0.0	0.0	0.0	0.0	0.0	0.0
144	98109.0	47.62972	-122.32906000000001	1998.0	1.0	5.0	123920.0	79.0	9373179.0	309.6	0.0	123920.0	0.0	30000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	98109.0	47.627590000000005	-122.33661000000001	1900.0	1.0	1.0	50000.0		7548807.0	225.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43000.0
146	98109.0	47.62591	-122.34083999999999	1926.0	1.0	2.0	50292.0		430473.6875	3.0	0.0	0.0	4730.0	5000.0	0.0	0.0	0.0	0.0	0.0	42345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	98109.0	47.62782	-122.34045	1998.0	1.0	7.0	207656.0	76.0	11171988.0	338.16	0.0	141591.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	98117.0	47.68359	-122.37308	1999.0	1.0	2.0	67235.0	89.0	2284133.75	49.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67235.0	0.0	0.0	0.0	0.0	0.0	0.0
149	98103.0	47.70044	-122.34136000000001	1957.0	1.0	2.0	91130.0		9472358.0	175.77	32881.0	0.0	57968.0	11850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	98136.0	47.54025	-122.3885	1991.0	1.0	3.0	58118.0	97.0	1407277.25	21.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59014.0	0.0	0.0	0.0	0.0	0.0	0.0
151	98133.0	47.70916	-122.33216000000002	1968.0	1.0	4.0	64893.0	70.0	6197825.0	208.26	0.0	64893.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	98108.0	47.538090000000004	-122.29591	1925.0	1.0	1.0	70762.0	87.0	3606416.0	168.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70762.0	0.0	0.0	0.0	0.0	0.0	0.0
154	98104.0	47.60105	-122.33518000000001	1900.0	1.0	3.0	44558.0	78.0	1677002.25	28.27	0.0	0.0	34416.0	0.0	0.0	0.0	7672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2470.0	0.0	0.0	0.0	0.0
155	98134.0	47.59544	-122.33158999999999	1999.0	1.0	6.0	1585960.0		59757440.0	892.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1585960.0
156	98134.0	47.57199	-122.32811000000001	1924.0	1.0	2.0	179161.0		9436408.0	96.43	117476.0	0.0	37321.0	25543.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	98134.0	47.57199	-122.32811000000001	1965.0	1.0	2.0	58640.0		3928695.25	27.39	0.0	0.0	11533.0	0.0	0.0	0.0	0.0	0.0	0.0	40831.0	0.0	16735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	98134.0	47.59085	-122.33353999999999	1999.0	1.0	3.0	1172127.0		58761304.0	1246.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1172127.0
159	98134.0	47.592690000000005	-122.33372	2005.0	1.0	9.0	168449.0	64.0	12726789.0	388.37	0.0	135006.0	0.0	20600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9216.0	0.0	0.0	0.0	0.0
160	98134.0	47.575070000000004	-122.35746999999999	1916.0	1.0	4.0	79600.0	34.0	2411402.25	16.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	98103.0	47.65996	-122.33962	1997.0	1.0	4.0	241066.0	79.0	7791957.0	270.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241066.0	0.0	0.0	0.0	0.0	0.0	0.0
162	98108.0	47.52429	-122.31233999999999	1980.0	14.0	2.0	334368.0		53466684.0	748.55	0.0	0.0	240984.0	16766.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	98125.0	47.70281	-122.32531999999999	2008.0	1.0	6.0	419848.0		9134963.0	162.41	0.0	0.0	13567.0	335109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65000.0
164	98119.0	47.6239	-122.35756	2002.0	1.0	4.0	110785.0		10557910.0	92.91	0.0	0.0	0.0	29839.0	0.0	0.0	0.0	0.0	48520.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	98101.0	47.61275	-122.3333	1999.0	1.0	4.0	934292.0		65047284.0	1638.46	0.0	495536.0	0.0	438756.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49700.0	0.0	0.0	0.0	0.0
167	98122.0	47.60705	-122.30966000000001	1990.0	6.0	5.0	597519.0	34.0	143423024.0	4906.33	0.0	0.0	0.0	48607.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	601615.0	0.0	0.0
168	98106.0	47.52518	-122.34828	1999.0	1.0	1.0	71714.0	87.0	2371358.0	36.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71714.0	0.0	0.0	0.0	0.0	0.0	0.0
169	98103.0	47.65097	-122.34227	1991.0	1.0	3.0	75397.0	91.0	549181.375	9.63	0.0	0.0	0.0	8161.0	0.0	0.0	0.0	0.0	0.0	67236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	98104.0	47.60399	-122.32377	2000.0	9.0	8.0	1158691.0	29.0	293090784.0	10734.57	0.0	0.0	0.0	387651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350182.0	0.0	0.0
171	98104.0	47.59626	-122.3218	1999.0	1.0	5.0	102796.0		10105379.0	193.94	0.0	0.0	40091.0	0.0	0.0	0.0	0.0	55259.0	0.0	0.0	0.0	0.0	0.0	0.0	3231.0	0.0	0.0	0.0	0.0	0.0	0.0
172	98116.0	47.57678	-122.38458999999999	2002.0	1.0	2.0	208981.0	80.0	8164853.0	207.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208981.0	0.0	0.0	0.0	0.0	0.0	0.0
174	98105.0	47.66568	-122.31368	1928.0	1.0	2.0	55653.0	98.0	1377627.0	72.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55500.0	0.0	0.0	0.0	0.0	0.0	0.0
175	98105.0	47.66151	-122.31456999999999	1931.0	1.0	16.0	106860.0	49.0	11935719.0	469.57	0.0	106860.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	98125.0	47.71895	-122.29475	1972.0	1.0	5.0	50759.0	62.0	3147042.0	49.09	0.0	0.0	47079.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3680.0	0.0	0.0	0.0	0.0
177	98105.0	47.66182	-122.31113	1952.0	1.0	2.0	56772.0	46.0	2439484.75	84.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178	98105.0	47.6626	-122.31164	1952.0	1.0	3.0	103000.0	42.0	4854429.5	149.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	98115.0	47.67723	-122.31281000000001	2006.0	1.0	3.0	269297.0	80.0	10498344.0	225.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	269297.0	0.0	0.0	0.0	0.0	0.0	0.0
180	98115.0	47.67184	-122.29221000000001	2001.0	1.0	3.0	75174.0	77.0	2733846.0	71.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75174.0	0.0	0.0	0.0	0.0	0.0	0.0
181	98119.0	47.64052	-122.3656	2003.0	1.0	3.0	75214.0	88.0	2334260.0	43.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75214.0	0.0	0.0	0.0	0.0	0.0	0.0
182	98116.0	47.57298	-122.39028	2005.0	1.0	3.0	134918.0	91.0	3822102.5	69.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134918.0	0.0	0.0	0.0	0.0	0.0	0.0
183	98144.0	47.590959999999995	-122.29985	1991.0	1.0	2.0	64414.0	67.0	2295176.5	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65310.0	0.0	0.0	0.0	0.0	0.0	0.0
184	98115.0	47.67725	-122.32231999999999	1927.0	1.0	3.0	92437.0	78.0	4626443.0	201.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92437.0	0.0	0.0	0.0	0.0	0.0	0.0
185	98101.0	47.61103	-122.33238	1914.0	1.0	7.0	128766.0		6057410.0	57.21	0.0	0.0	6136.0	12876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109754.0
186	98101.0	47.6079	-122.33266	1913.0	1.0	9.0	107572.0	76.0	5572503.0	254.87	0.0	0.0	27143.0	63934.0	0.0	10568.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187	98101.0	47.60699	-122.33481	1955.0	1.0	15.0	230880.0		62197176.0	433.6	0.0	0.0	0.0	203000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191	98108.0	47.55237	-122.31391	2007.0	1.0	3.0	204961.0	94.0	8190809.0	226.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204961.0	0.0	0.0	0.0	0.0	0.0	0.0
192	98119.0	47.63965	-122.3783	1973.0	1.0	1.0	76086.0		3267564.0	101.41	0.0	0.0	0.0	77810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
193	98119.0	47.61972	-122.36033	1927.0	1.0	5.0	190000.0	1.0	28731502.0	661.04	0.0	0.0	9805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194	98121.0	47.6124	-122.35075	1961.0	1.0	4.0	122309.0	8.0	25453690.0	1060.13	0.0	122309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	98125.0	47.61137	-122.34947	1995.0	4.0	3.0	215476.0		24017770.0	639.39	0.0	0.0	0.0	217088.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
196	98121.0	47.610690000000005	-122.34653	2003.0	1.0	8.0	254273.0	29.0	26659244.0	780.84	0.0	277000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197	98101.0	47.60729	-122.34211	1980.0	1.0	2.0	69400.0		14833476.0	301.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69400.0
198	98104.0	47.6041	-122.33958	1900.0	1.0	1.0	62900.0		10394330.0	377.27	0.0	0.0	0.0	29793.0	0.0	3384.3000490000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32494.0	0.0	0.0	0.0	0.0
199	98104.0	47.602709999999995	-122.33556999999999	1914.0	1.0	4.0	56500.0	98.0	1380293.625	44.22	0.0	0.0	33000.0	0.0	0.0	7000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200	98134.0	47.59486	-122.32455	2008.0	1.0	4.0	203504.0	72.0	3785282.5	26.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159372.0	0.0	44132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201	98121.0	47.61757	-122.35122	1968.0	1.0	3.0	100734.0	20.0	9788717.0	68.24	0.0	0.0	100734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
202	98121.0	47.61703	-122.35011999999999	1981.0	1.0	4.0	77662.0	57.0	5007401.0	68.19	0.0	0.0	62108.0	17570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	98121.0	47.61619	-122.34598999999999	1978.0	1.0	12.0	234000.0	39.0	18661606.0	149.27	0.0	0.0	173786.0	25373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204	98101.0	47.61217	-122.33693999999998	1989.0	1.0	25.0	369996.0	74.0	24755086.0	172.58	0.0	0.0	383942.0	127192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
205	98101.0	47.61229	-122.33628999999999	1925.0	1.0	10.0	693450.0	93.0	40062888.0	398.19	0.0	0.0	332343.0	0.0	0.0	361107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206	98191.0	47.61316	-122.3343	1976.0	1.0	33.0	791396.0	89.0	40847752.0	313.3	0.0	0.0	622034.0	33110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	98101.0	47.61399	-122.33523000000001	2000.0	1.0	23.0	747747.0	90.0	30985420.0	359.11	0.0	0.0	542461.0	219045.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9337.0	0.0	0.0	0.0	0.0
208	98101.0	47.61356	-122.33665	1926.0	1.0	10.0	63409.0	90.0	3444270.0	170.51	0.0	0.0	45260.0	0.0	0.0	6187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	98101.0	47.61375	-122.33566	1930.0	1.0	17.0	204790.0	91.0	7739699.0	100.26	0.0	0.0	142034.0	0.0	0.0	14666.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17070.0
210	98101.0	47.612559999999995	-122.33808	1916.0	1.0	5.0	73399.0	61.0	3757006.0	26.19	0.0	0.0	51557.0	0.0	0.0	9976.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	98101.0	47.61391	-122.33725	1969.0	1.0	20.0	265851.0	90.0	14633233.0	563.25	0.0	0.0	226454.0	29214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	98121.0	47.61578	-122.33726000000001	2009.0	1.0	25.0	758043.0	95.0	27018020.0	229.25	0.0	0.0	582725.0	191082.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
213	98121.0	47.616409999999995	-122.34111999999999	1968.0	1.0	12.0	206000.0	91.0	8580279.0	222.19	0.0	0.0	161000.0	51250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
214	98101.0	47.61555	-122.33582	2009.0	1.0	36.0	824887.0	97.0	39523852.0	275.54	0.0	0.0	743562.0	161119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	98101.0	47.615159999999996	-122.33303000000001	1990.0	1.0	16.0	480840.0	94.0	17867002.0	130.73	0.0	0.0	311736.0	123356.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18239.0
216	98104.0	47.60266	-122.33332	1900.0	1.0	7.0	89550.0	85.0	3903259.75	51.67	0.0	0.0	64712.0	7030.0	0.0	10058.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
